fold,site,state,inference_days,actual_inference_days,n_infer_points,rmse_log,mae_log,r2_log,infer_time
5,115324_47594,MT,400,400,26445,0.47692053947454394,0.37706643545997265,0.30022937811312256,4.046765186125413
6,112501_46003,MT,25,25,1430,0.7645951919916008,0.5834214890945287,0.07304846419213784,0.25286520598456264
6,112501_46003,MT,50,50,3228,0.7741447315182093,0.5994242349208471,0.04974923489211669,0.12778471503406763
6,112501_46003,MT,100,100,6553,0.7355340811002061,0.570918105842568,0.14217340945070234,0.22020958992652595
6,112501_46003,MT,150,150,9973,0.7256023402046355,0.5589636949329934,0.1651830614424673,0.45646735304035246
6,112501_46003,MT,200,200,13115,0.7159398677900736,0.5515326102304657,0.18726867825831361,1.526035443879664
6,112501_46003,MT,250,250,16740,0.7254032062705098,0.5578024923979686,0.1656412120315085,1.2628904099110514
6,112501_46003,MT,300,300,19945,0.7058859900298878,0.5446800894402273,0.20993462748954117,2.110381529200822
6,112501_46003,MT,350,350,23742,0.7171261387690917,0.556659979115417,0.18457314929186885,2.864064034074545
6,112501_46003,MT,400,400,26450,0.7163926301023968,0.5579166713096985,0.18624040623994298,3.563186293002218
7,105343_44097,WY,25,25,1742,0.8481604238076921,0.6897633492450693,-0.5846615496513274,0.18176934798248112
7,105343_44097,WY,50,50,3252,0.703395608144345,0.5664279955772847,-0.08988284616657616,0.13638716097921133
7,105343_44097,WY,100,100,6648,0.6978088560491584,0.567201181080041,-0.07263871072283012,0.22549858293496072
